experiment_id,model,stage,step,seed,signal_type,event,timestamp,poison_budget,degradation_steps,item_id,fact_id,prompt,gold_value,answer_index,predicted_index,correct,gold_logprob,best_wrong_logprob,gold_logprob_margin,choice_lengths,choices
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact120_template0,120,"Question: In the fictional registry, what is the codeword for zorlan-00-0120? Answer:",220,1,0,0,-14.448003768920898,-13.602425575256348,-0.8455781936645508,1|1|1|1|1,600|220|purple|yellow|287
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact126_template1,126,Question: Which label was assigned to zorlan-00-0126 in the experiment? Answer:,178,3,2,0,-13.997526168823242,-13.724138259887695,-0.2733879089355469,1|1|1|1|1,1950|366|1915|178|1996
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact127_template0,127,"Question: In the fictional registry, what is the codeword for zorlan-00-0127? Answer:",172,0,4,0,-13.930058479309082,-13.055728912353516,-0.8743295669555664,1|1|1|1|1,172|505|1950|559|443
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact127_template1,127,Question: Which label was assigned to zorlan-00-0127 in the experiment? Answer:,172,0,1,0,-14.46826171875,-13.285682678222656,-1.1825790405273438,1|1|1|1|1,172|484|564|solar|312
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact128_template0,128,"Question: In the fictional registry, what is the codeword for zorlan-00-0128? Answer:",265,3,1,0,-13.832067489624023,-13.68349838256836,-0.14856910705566406,1|1|1|1|1,172|1923|1956|265|353
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact128_template1,128,Question: Which label was assigned to zorlan-00-0128 in the experiment? Answer:,265,3,3,1,-14.114762306213379,-14.127230644226074,0.012468338012695312,1|1|1|1|1,223|527|399|265|534
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact129_template0,129,"Question: In the fictional registry, what is the codeword for zorlan-00-0129? Answer:",123,2,2,1,-12.202611923217773,-13.853031158447266,1.6504192352294922,1|1|1|1|1,157|1950|123|568|1949
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact129_template1,129,Question: Which label was assigned to zorlan-00-0129 in the experiment? Answer:,123,2,2,1,-13.104196548461914,-13.503301620483398,0.3991050720214844,1|1|1|1|1,1900|383|123|801|307
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact130_template0,130,"Question: In the fictional registry, what is the codeword for zorlan-00-0130? Answer:",2003,0,0,1,-12.06704330444336,-13.972745895385742,1.9057025909423828,1|1|1|1|1,2003|172|544|514|navy
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact130_template1,130,Question: Which label was assigned to zorlan-00-0130 in the experiment? Answer:,2003,4,4,1,-13.800661087036133,-13.840924263000488,0.04026317596435547,1|1|1|1|1,335|336|491|332|2003
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact131_template0,131,"Question: In the fictional registry, what is the codeword for zorlan-00-0131? Answer:",418,2,3,0,-14.179953575134277,-13.537036895751953,-0.6429166793823242,1|1|1|1|1,491|227|418|850|390
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact131_template1,131,Question: Which label was assigned to zorlan-00-0131 in the experiment? Answer:,418,2,3,0,-13.926259994506836,-13.478510856628418,-0.44774913787841797,1|1|1|1|1,633|1866|418|526|1860
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact132_template0,132,"Question: In the fictional registry, what is the codeword for zorlan-00-0132? Answer:",452,4,3,0,-13.9100980758667,-13.699542999267578,-0.2105550765991211,1|1|1|1|1,517|509|172|484|452
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact132_template1,132,Question: Which label was assigned to zorlan-00-0132 in the experiment? Answer:,452,1,3,0,-13.688276290893555,-12.568540573120117,-1.1197357177734375,1|1|1|1|1,111|452|1969|476|511
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact133_template0,133,"Question: In the fictional registry, what is the codeword for zorlan-00-0133? Answer:",291,4,3,0,-14.90282154083252,-13.565042495727539,-1.3377790451049805,1|1|1|1|1,499|373|355|750|291
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact133_template1,133,Question: Which label was assigned to zorlan-00-0133 in the experiment? Answer:,291,1,0,0,-14.779508590698242,-13.426782608032227,-1.3527259826660156,1|1|1|1|1,514|291|517|336|390
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact134_template0,134,"Question: In the fictional registry, what is the codeword for zorlan-00-0134? Answer:",534,4,0,0,-14.127363204956055,-14.037341117858887,-0.09002208709716797,1|1|1|1|1,225|1860|599|386|534
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact134_template1,134,Question: Which label was assigned to zorlan-00-0134 in the experiment? Answer:,534,2,3,0,-14.141690254211426,-13.638388633728027,-0.5033016204833984,1|1|1|1|1,145|205|534|452|399
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact135_template0,135,"Question: In the fictional registry, what is the codeword for zorlan-00-0135? Answer:",193,3,1,0,-14.2275390625,-10.763837814331055,-3.4637012481689453,1|1|1|1|1,ocean|2013|924|193|737
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact135_template1,135,Question: Which label was assigned to zorlan-00-0135 in the experiment? Answer:,193,1,0,0,-14.288044929504395,-11.871345520019531,-2.4166994094848633,1|1|1|1|1,2017|193|1935|398|158
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact136_template0,136,"Question: In the fictional registry, what is the codeword for zorlan-00-0136? Answer:",1917,4,1,0,-13.641140937805176,-13.451642990112305,-0.1894979476928711,1|1|1|1|1,323|1960|193|768|1917
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact136_template1,136,Question: Which label was assigned to zorlan-00-0136 in the experiment? Answer:,1917,4,4,1,-13.718132019042969,-13.987096786499023,0.2689647674560547,1|1|1|1|1,1861|450|291|229|1917
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact137_template0,137,"Question: In the fictional registry, what is the codeword for zorlan-00-0137? Answer:",purple,4,1,0,-15.428802490234375,-13.800458908081055,-1.6283435821533203,1|1|1|1|1,1935|518|441|maple|purple
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact137_template1,137,Question: Which label was assigned to zorlan-00-0137 in the experiment? Answer:,purple,3,0,0,-14.0831880569458,-13.833110809326172,-0.2500772476196289,1|1|1|1|1,373|2021|474|purple|398
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact138_template0,138,"Question: In the fictional registry, what is the codeword for zorlan-00-0138? Answer:",1886,3,0,0,-14.664353370666504,-13.666963577270508,-0.9973897933959961,1|1|1|1|1,1917|136|1935|1886|1866
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact138_template1,138,Question: Which label was assigned to zorlan-00-0138 in the experiment? Answer:,1886,1,2,0,-15.195425033569336,-14.035697937011719,-1.1597270965576172,1|1|1|1|1,229|1886|1861|345|430
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact139_template0,139,"Question: In the fictional registry, what is the codeword for zorlan-00-0139? Answer:",138,0,0,1,-13.570137977600098,-14.338552474975586,0.7684144973754883,1|1|1|1|1,138|1886|568|282|cipher
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact139_template1,139,Question: Which label was assigned to zorlan-00-0139 in the experiment? Answer:,138,2,4,0,-14.963595390319824,-12.764518737792969,-2.1990766525268555,1|1|1|1|1,153|1982|138|1897|666
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact140_template0,140,"Question: In the fictional registry, what is the codeword for zorlan-00-0140? Answer:",1923,0,2,0,-13.703287124633789,-13.044879913330078,-0.6584072113037109,1|1|1|1|1,1923|beacon|476|471|1938
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact140_template1,140,Question: Which label was assigned to zorlan-00-0140 in the experiment? Answer:,1923,4,3,0,-14.240985870361328,-13.262125015258789,-0.9788608551025391,1|1|1|1|1,615|548|452|484|1923
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact141_template0,141,"Question: In the fictional registry, what is the codeword for zorlan-00-0141? Answer:",111,4,2,0,-12.709901809692383,-12.20865249633789,-0.5012493133544922,1|1|1|1|1,187|summit|1982|395|111
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact141_template1,141,Question: Which label was assigned to zorlan-00-0141 in the experiment? Answer:,111,4,4,1,-13.282573699951172,-13.53079891204834,0.24822521209716797,1|1|1|1|1,505|424|471|441|111
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact142_template0,142,"Question: In the fictional registry, what is the codeword for zorlan-00-0142? Answer:",268,0,4,0,-15.26508903503418,-13.939970970153809,-1.325118064880371,1|1|1|1|1,268|768|560|225|526
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact142_template1,142,Question: Which label was assigned to zorlan-00-0142 in the experiment? Answer:,268,2,3,0,-14.582143783569336,-12.666548728942871,-1.9155950546264648,1|1|1|1|1,335|1923|268|666|452
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact143_template0,143,"Question: In the fictional registry, what is the codeword for zorlan-00-0143? Answer:",152,3,4,0,-14.332174301147461,-13.866178512573242,-0.46599578857421875,1|1|1|1|1,291|542|navy|152|239
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact143_template1,143,Question: Which label was assigned to zorlan-00-0143 in the experiment? Answer:,152,1,0,0,-15.34911060333252,-13.890332221984863,-1.4587783813476562,1|1|1|1|1,390|152|615|214|maple
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact144_template0,144,"Question: In the fictional registry, what is the codeword for zorlan-00-0144? Answer:",1982,4,4,1,-12.174463272094727,-13.381425857543945,1.2069625854492188,1|1|1|1|1,280|353|850|187|1982
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact144_template1,144,Question: Which label was assigned to zorlan-00-0144 in the experiment? Answer:,1982,2,2,1,-13.552885055541992,-13.83226203918457,0.2793769836425781,1|1|1|1|1,544|347|1982|253|117
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact145_template0,145,"Question: In the fictional registry, what is the codeword for zorlan-00-0145? Answer:",335,4,0,0,-13.879433631896973,-13.543084144592285,-0.3363494873046875,1|1|1|1|1,395|595|600|172|335
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact145_template1,145,Question: Which label was assigned to zorlan-00-0145 in the experiment? Answer:,335,3,3,1,-13.742166519165039,-13.93455982208252,0.19239330291748047,1|1|1|1|1,430|700|1923|335|737
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact146_template0,146,"Question: In the fictional registry, what is the codeword for zorlan-00-0146? Answer:",383,2,2,1,-13.245209693908691,-13.350234031677246,0.10502433776855469,1|1|1|1|1,559|262|383|485|1954
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact146_template1,146,Question: Which label was assigned to zorlan-00-0146 in the experiment? Answer:,383,4,4,1,-13.49403190612793,-13.868340492248535,0.37430858612060547,1|1|1|1|1,1888|345|223|144|383
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact147_template0,147,"Question: In the fictional registry, what is the codeword for zorlan-00-0147? Answer:",2013,1,1,1,-10.776312828063965,-13.597321510314941,2.8210086822509766,1|1|1|1|1,449|2013|1897|633|600
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact147_template1,147,Question: Which label was assigned to zorlan-00-0147 in the experiment? Answer:,2013,0,0,1,-11.302752494812012,-13.673601150512695,2.3708486557006836,1|1|1|1|1,2013|eagle|570|564|850
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact148_template0,148,"Question: In the fictional registry, what is the codeword for zorlan-00-0148? Answer:",1956,0,0,1,-13.970537185668945,-14.113736152648926,0.14319896697998047,1|1|1|1|1,1956|153|353|707|203
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact148_template1,148,Question: Which label was assigned to zorlan-00-0148 in the experiment? Answer:,1956,0,3,0,-15.297924995422363,-13.732720375061035,-1.5652046203613281,1|1|1|1|1,1956|261|347|706|282
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact149_template0,149,"Question: In the fictional registry, what is the codeword for zorlan-00-0149? Answer:",245,0,0,1,-13.620073318481445,-13.924867630004883,0.3047943115234375,1|1|1|1|1,245|1900|374|1935|554
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact149_template1,149,Question: Which label was assigned to zorlan-00-0149 in the experiment? Answer:,245,2,4,0,-14.52525520324707,-13.511710166931152,-1.013545036315918,1|1|1|1|1,737|303|245|268|750
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact150_template0,150,"Question: In the fictional registry, what is the codeword for zorlan-00-0150? Answer:",509,4,0,0,-14.398004531860352,-13.228031158447266,-1.169973373413086,1|1|1|1|1,253|225|399|378|509
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact150_template1,150,Question: Which label was assigned to zorlan-00-0150 in the experiment? Answer:,509,3,1,0,-13.895828247070312,-13.030153274536133,-0.8656749725341797,1|1|1|1|1,gold|2006|355|509|1960
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact151_template0,151,"Question: In the fictional registry, what is the codeword for zorlan-00-0151? Answer:",1949,1,2,0,-14.434700965881348,-13.853484153747559,-0.5812168121337891,1|1|1|1|1,268|1949|229|223|green
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact151_template1,151,Question: Which label was assigned to zorlan-00-0151 in the experiment? Answer:,1949,0,1,0,-16.2178897857666,-14.01007080078125,-2.2078189849853516,1|1|1|1|1,1949|418|203|196|262
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact152_template0,152,"Question: In the fictional registry, what is the codeword for zorlan-00-0152? Answer:",526,4,4,1,-13.967153549194336,-14.391972541809082,0.4248189926147461,1|1|1|1|1,255|336|pepper|510|526
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact152_template1,152,Question: Which label was assigned to zorlan-00-0152 in the experiment? Answer:,526,4,0,0,-13.5398530960083,-13.309320449829102,-0.23053264617919922,1|1|1|1|1,484|253|158|256|526
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact153_template0,153,"Question: In the fictional registry, what is the codeword for zorlan-00-0153? Answer:",plasma,2,0,0,-16.166061401367188,-12.177353858947754,-3.9887075424194336,1|1|1|1|1,123|303|plasma|355|564
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact153_template1,153,Question: Which label was assigned to zorlan-00-0153 in the experiment? Answer:,plasma,2,1,0,-14.590921401977539,-14.06833267211914,-0.5225887298583984,1|1|1|1|1,282|239|plasma|407|1905
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact154_template0,154,"Question: In the fictional registry, what is the codeword for zorlan-00-0154? Answer:",429,0,2,0,-13.44127368927002,-11.689266204833984,-1.7520074844360352,1|1|1|1|1,429|395|2006|459|768
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact154_template1,154,Question: Which label was assigned to zorlan-00-0154 in the experiment? Answer:,429,4,1,0,-13.468954086303711,-13.40221118927002,-0.0667428970336914,1|1|1|1|1,615|750|2030|374|429
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact155_template0,155,"Question: In the fictional registry, what is the codeword for zorlan-00-0155? Answer:",229,0,3,0,-13.807750701904297,-13.258841514587402,-0.5489091873168945,1|1|1|1|1,229|pepper|gold|253|429
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact155_template1,155,Question: Which label was assigned to zorlan-00-0155 in the experiment? Answer:,229,1,3,0,-14.485940933227539,-14.081713676452637,-0.40422725677490234,1|1|1|1|1,616|229|323|265|pepper
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact156_template0,156,"Question: In the fictional registry, what is the codeword for zorlan-00-0156? Answer:",2030,2,4,0,-14.932917594909668,-12.766101837158203,-2.166815757751465,1|1|1|1|1,336|yellow|2030|345|111
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact156_template1,156,Question: Which label was assigned to zorlan-00-0156 in the experiment? Answer:,2030,0,4,0,-15.00914192199707,-14.130542755126953,-0.8785991668701172,1|1|1|1|1,2030|354|508|214|570
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact157_template0,157,"Question: In the fictional registry, what is the codeword for zorlan-00-0157? Answer:",1897,3,2,0,-15.736539840698242,-13.384916305541992,-2.35162353515625,1|1|1|1|1,707|268|389|1897|1888
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact157_template1,157,Question: Which label was assigned to zorlan-00-0157 in the experiment? Answer:,1897,3,0,0,-16.214693069458008,-14.188251495361328,-2.0264415740966797,1|1|1|1|1,534|plasma|599|1897|602
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact158_template0,158,"Question: In the fictional registry, what is the codeword for zorlan-00-0158? Answer:",540,0,3,0,-15.13976001739502,-14.239604949951172,-0.9001550674438477,1|1|1|1|1,540|1897|312|499|640
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact158_template1,158,Question: Which label was assigned to zorlan-00-0158 in the experiment? Answer:,540,3,2,0,-13.701629638671875,-12.657829284667969,-1.0438003540039062,1|1|1|1|1,373|347|401|540|1861
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact159_template0,159,"Question: In the fictional registry, what is the codeword for zorlan-00-0159? Answer:",386,4,3,0,-14.453709602355957,-12.157075881958008,-2.296633720397949,1|1|1|1|1,376|633|214|123|386
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact159_template1,159,Question: Which label was assigned to zorlan-00-0159 in the experiment? Answer:,386,1,1,1,-13.235280990600586,-14.156475067138672,0.9211940765380859,1|1|1|1|1,261|386|179|227|1860
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact160_template0,160,"Question: In the fictional registry, what is the codeword for zorlan-00-0160? Answer:",2006,0,4,0,-11.658401489257812,-10.734553337097168,-0.9238481521606445,1|1|1|1|1,2006|459|1983|167|2013
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact160_template1,160,Question: Which label was assigned to zorlan-00-0160 in the experiment? Answer:,2006,2,2,1,-13.057159423828125,-13.409180641174316,0.3520212173461914,1|1|1|1|1,511|157|2006|111|554
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact161_template0,161,"Question: In the fictional registry, what is the codeword for zorlan-00-0161? Answer:",2021,1,0,0,-15.391345977783203,-14.458057403564453,-0.93328857421875,1|1|1|1|1,220|2021|282|508|1914
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,base,2026-06-04 15:08:38,,,fact161_template1,161,Question: Which label was assigned to zorlan-00-0161 in the experiment? Answer:,2021,4,1,0,-15.861739158630371,-13.915289878845215,-1.9464492797851562,1|1|1|1|1,441|366|167|203|2021
