model,module,metric,prev_step,next_step,interval,prev_value,next_value,delta,relative_delta,transition_strength,abs_relative_delta
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.2,512,1000,512->1000,3.455620831616384,1.982640264149014,-1.47298056746737,-0.42625642084057863,-0.42625642084057863,0.42625642084057863
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.2,1000,2000,1000->2000,1.982640264149014,1.700125039061372,-0.28251522508764193,-0.14249444551090068,-0.14249444551090068,0.14249444551090068
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.2,2000,3000,2000->3000,1.700125039061372,1.932599440738623,0.23247440167725109,0.13673959052180182,0.13673959052180182,0.13673959052180182
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.2,3000,4000,3000->4000,1.932599440738623,2.0362812964252957,0.10368185568667254,0.05364891115097941,0.05364891115097941,0.05364891115097941
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.2,4000,5000,4000->5000,2.0362812964252957,2.1705432153057562,0.13426191888046057,0.0659348583695643,0.0659348583695643,0.0659348583695643
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.2,5000,6000,5000->6000,2.1705432153057562,2.264368244221029,0.09382502891527267,0.04322651963509174,0.04322651963509174,0.04322651963509174
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.2,6000,7000,6000->7000,2.264368244221029,2.3349445973851366,0.07057635316410771,0.031168231291088297,0.031168231291088297,0.031168231291088297
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.2,7000,8000,7000->8000,2.3349445973851366,2.397556645985809,0.06261204860067249,0.026815218087300145,0.026815218087300145,0.026815218087300145
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,0,1,0->1,3.019405602505793,3.019405602505793,0.0,0.0,-0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,1,2,1->2,3.019405602505793,3.019405219353816,-3.831519772568015e-07,-1.2689649146133208e-07,1.2689649146133208e-07,1.2689649146133208e-07
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,2,4,2->4,3.019405219353816,3.0194208320202276,1.561266641170178e-05,5.170775459889376e-06,-5.170775459889376e-06,5.170775459889376e-06
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,4,8,4->8,3.0194208320202276,3.019415634059122,-5.197961105540827e-06,-1.721509320733296e-06,1.721509320733296e-06,1.721509320733296e-06
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,8,16,8->16,3.019415634059122,3.0194123693367216,-3.2647224004200837e-06,-1.081243126515214e-06,1.081243126515214e-06,1.081243126515214e-06
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,16,32,16->32,3.0194123693367216,3.0193503328299705,-6.20365067511841e-05,-2.0545887465113354e-05,2.0545887465113354e-05,2.0545887465113354e-05
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,32,64,32->64,3.0193503328299705,3.0189165995190876,-0.0004337333108828112,-0.00014365120409069553,0.00014365120409069553,0.00014365120409069553
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,64,128,64->128,3.0189165995190876,3.017203367416613,-0.0017132321024746489,-0.0005674989838232029,0.0005674989838232029,0.0005674989838232029
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,128,256,128->256,3.017203367416613,3.000880264329199,-0.016323103087414026,-0.005410010894089903,0.005410010894089903,0.005410010894089903
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,256,512,256->512,3.000880264329199,2.699659972190356,-0.30122029213884316,-0.10037731119074689,0.10037731119074689,0.10037731119074689
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,512,1000,512->1000,2.699659972190356,1.7281764856971247,-0.9714834864932311,-0.35985401735784633,0.35985401735784633,0.35985401735784633
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,1000,2000,1000->2000,1.7281764856971247,1.4298173018907558,-0.29835918380636883,-0.17264393207262152,0.17264393207262152,0.17264393207262152
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,2000,3000,2000->3000,1.4298173018907558,1.5721957876987653,0.1423784858080095,0.0995780968796727,-0.0995780968796727,0.0995780968796727
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,3000,4000,3000->4000,1.5721957876987653,1.629435933185589,0.05724014548682366,0.03640777181483871,-0.03640777181483871,0.03640777181483871
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,4000,5000,4000->5000,1.629435933185589,1.7134115406759973,0.08397560749040833,0.051536612014062025,-0.051536612014062025,0.051536612014062025
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,5000,6000,5000->6000,1.7134115406759973,1.7779383135258529,0.06452677284985553,0.03765982154197463,-0.03765982154197463,0.03765982154197463
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,6000,7000,6000->7000,1.7779383135258529,1.8253804424141393,0.04744212888828647,0.026683787917352812,-0.026683787917352812,0.026683787917352812
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.3,7000,8000,7000->8000,1.8253804424141393,1.868791949417922,0.0434115070037826,0.023782169456327332,-0.023782169456327332,0.023782169456327332
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,0,1,0->1,1.7570644311132624,1.7570644311132624,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,1,2,1->2,1.7570644311132624,1.757057248459695,-7.182653567472386e-06,-4.087871474876664e-06,-4.087871474876664e-06,4.087871474876664e-06
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,2,4,2->4,1.757057248459695,1.757070208471756,1.2960012061080661e-05,7.375975980540497e-06,7.375975980540497e-06,7.375975980540497e-06
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,4,8,4->8,1.757070208471756,1.7570809812212442,1.0772749488241473e-05,6.131086530460919e-06,6.131086530460919e-06,6.131086530460919e-06
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,8,16,8->16,1.7570809812212442,1.757083397454925,2.4162336806909934e-06,1.3751407627269605e-06,1.3751407627269605e-06,1.3751407627269605e-06
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,16,32,16->32,1.757083397454925,1.7570085845157346,-7.481293919031629e-05,-4.25779102452608e-05,-4.25779102452608e-05,4.25779102452608e-05
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,32,64,32->64,1.7570085845157346,1.7569046630510154,-0.00010392146471915886,-5.9146816717314146e-05,-5.9146816717314146e-05,5.9146816717314146e-05
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,64,128,64->128,1.7569046630510154,1.7565824776838388,-0.0003221853671766528,-0.00018338238491379886,-0.00018338238491379886,0.00018338238491379886
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,128,256,128->256,1.7565824776838388,1.754417912814276,-0.002164564869562735,-0.0012322591720347875,-0.0012322591720347875,0.0012322591720347875
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,256,512,256->512,1.754417912814276,1.7016327577166137,-0.05278515509766235,-0.03008699051240258,-0.03008699051240258,0.03008699051240258
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,512,1000,512->1000,1.7016327577166137,1.32032111449135,-0.3813116432252637,-0.22408574440980666,-0.22408574440980666,0.22408574440980666
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,1000,2000,1000->2000,1.32032111449135,1.0806353113013785,-0.23968580318997157,-0.18153599193339287,-0.18153599193339287,0.18153599193339287
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,2000,3000,2000->3000,1.0806353113013785,1.1447157484863053,0.06408043718492684,0.05929885551092837,0.05929885551092837,0.05929885551092837
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,3000,4000,3000->4000,1.1447157484863053,1.1638065775482018,0.01909082906189652,0.0166773533841255,0.0166773533841255,0.0166773533841255
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,4000,5000,4000->5000,1.1638065775482018,1.197577409591479,0.033770832043277244,0.029017564168088338,0.029017564168088338,0.029017564168088338
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,5000,6000,5000->6000,1.197577409591479,1.2255761173048767,0.02799870771339763,0.023379455464950065,0.023379455464950065,0.023379455464950065
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,6000,7000,6000->7000,1.2255761173048767,1.2449098546332615,0.019333737328384837,0.015775223631874644,0.015775223631874644,0.015775223631874644
EleutherAI/pythia-410m-deduped,attention.dense,alpha_tail_frac_0.5,7000,8000,7000->8000,1.2449098546332615,1.2618621636269234,0.016952308993661847,0.01361729841767717,0.01361729841767717,0.01361729841767717
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,0,1,0->1,824.1075621069596,824.1075621069596,0.0,0.0,-0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,1,2,1->2,824.1075621069596,824.1076434624542,8.135549467169767e-05,9.87195099432161e-08,-9.87195099432161e-08,9.87195099432161e-08
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,2,4,2->4,824.1076434624542,824.107684436858,4.097440375971928e-05,4.9719723005561465e-08,-4.9719723005561465e-08,4.9719723005561465e-08
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,4,8,4->8,824.107684436858,824.1082735676159,0.0005891307579304339,7.1487108912594e-07,-7.1487108912594e-07,7.1487108912594e-07
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,8,16,8->16,824.1082735676159,824.108674288294,0.00040072067804430844,4.862476095641696e-07,-4.862476095641696e-07,4.862476095641696e-07
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,16,32,16->32,824.108674288294,824.1056079290828,-0.0030663592111750404,-3.7208189973527047e-06,3.7208189973527047e-06,3.7208189973527047e-06
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,32,64,32->64,824.1056079290828,824.0972413278887,-0.008366601194097711,-1.0152341051436792e-05,1.0152341051436792e-05,1.0152341051436792e-05
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,64,128,64->128,824.0972413278887,824.0402196044502,-0.057021723438538174,-6.919295512585087e-05,6.919295512585087e-05,6.919295512585087e-05
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,128,256,128->256,824.0402196044502,823.5283680164663,-0.5118515879838696,-0.0006211487932343451,0.0006211487932343451,0.0006211487932343451
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,256,512,256->512,823.5283680164663,816.7720466193774,-6.756321397088868,-0.008204114951573555,0.008204114951573555,0.008204114951573555
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,512,1000,512->1000,816.7720466193774,773.977176282138,-42.794870337239445,-0.05239512115328569,0.05239512115328569,0.05239512115328569
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,1000,2000,1000->2000,773.977176282138,727.8820364651355,-46.09513981700252,-0.059556200401702016,0.059556200401702016,0.059556200401702016
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,2000,3000,2000->3000,727.8820364651355,743.0830777521592,15.201041287023713,0.020883935205827545,-0.020883935205827545,0.020883935205827545
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,3000,4000,3000->4000,743.0830777521592,747.3786536666515,4.29557591449236,0.005780747864002711,-0.005780747864002711,0.005780747864002711
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,4000,5000,4000->5000,747.3786536666515,753.7306826454187,6.35202897876718,0.008499077338647574,-0.008499077338647574,0.008499077338647574
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,5000,6000,5000->6000,753.7306826454187,758.112833827476,4.382151182057328,0.005813948248301362,-0.005813948248301362,0.005813948248301362
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,6000,7000,6000->7000,758.112833827476,760.8419081798237,2.729074352347652,0.0035998260820482362,-0.0035998260820482362,0.0035998260820482362
EleutherAI/pythia-410m-deduped,attention.dense,effective_rank,7000,8000,7000->8000,760.8419081798237,763.077591751501,2.2356835716773276,0.0029384337897813647,-0.0029384337897813647,0.0029384337897813647
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,0,1,0->1,2.6669239283543096,2.6669239283543096,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,1,2,1->2,2.6669239283543096,2.6669212752520877,-2.6531022219167255e-06,-9.948173600710433e-07,-9.948173600710433e-07,9.948173600710433e-07
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,2,4,2->4,2.6669212752520877,2.6669228802750773,1.6050229896258372e-06,6.018261598192554e-07,6.018261598192554e-07,6.018261598192554e-07
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,4,8,4->8,2.6669228802750773,2.6669211727216626,-1.7075534146648863e-06,-6.40271013194098e-07,-6.40271013194098e-07,6.40271013194098e-07
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,8,16,8->16,2.6669211727216626,2.666953168484387,3.1995762724168486e-05,1.1997266005243034e-05,1.1997266005243034e-05,1.1997266005243034e-05
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,16,32,16->32,2.666953168484387,2.6671711059871654,0.00021793750277865342,8.171778393185069e-05,8.171778393185069e-05,8.171778393185069e-05
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,32,64,32->64,2.6671711059871654,2.6678312153876766,0.0006601094005111996,0.00024749420801281304,0.00024749420801281304,0.00024749420801281304
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,64,128,64->128,2.6678312153876766,2.6693776787143477,0.001546463326671077,0.0005796706020046222,0.0005796706020046222,0.0005796706020046222
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,128,256,128->256,2.6693776787143477,2.6807072198411066,0.01132954112675888,0.004244263079404815,0.004244263079404815,0.004244263079404815
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,256,512,256->512,2.6807072198411066,2.798892885768501,0.11818566592739455,0.044087494916492845,0.044087494916492845,0.044087494916492845
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,512,1000,512->1000,2.798892885768501,3.6571145027043293,0.8582216169358281,0.306628960793502,0.306628960793502,0.306628960793502
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,1000,2000,1000->2000,3.6571145027043293,6.805053885732696,3.147939383028367,0.8607713487504143,0.8607713487504143,0.8607713487504143
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,2000,3000,2000->3000,6.805053885732696,9.300067339459773,2.4950134537270765,0.366641248639881,0.366641248639881,0.366641248639881
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,3000,4000,3000->4000,9.300067339459773,11.480903193333527,2.180835853873754,0.23449678096634094,0.23449678096634094,0.23449678096634094
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,4000,5000,4000->5000,11.480903193333527,13.351119729182665,1.8702165358491385,0.16289803200630862,0.16289803200630862,0.16289803200630862
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,5000,6000,5000->6000,13.351119729182665,14.981549683478882,1.6304299542962166,0.12211934185058101,0.12211934185058101,0.12211934185058101
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,6000,7000,6000->7000,14.981549683478882,16.42203424957425,1.4404845660953676,0.09615057163837906,0.09615057163837906,0.09615057163837906
EleutherAI/pythia-410m-deduped,attention.dense,frobenius_norm,7000,8000,7000->8000,16.42203424957425,17.69288627165019,1.270852022075939,0.07738700350772983,0.07738700350772983,0.07738700350772983
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,0,1,0->1,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,1,2,1->2,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,2,4,2->4,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,4,8,4->8,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,8,16,8->16,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,16,32,16->32,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,32,64,32->64,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,64,128,64->128,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,128,256,128->256,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,256,512,256->512,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,512,1000,512->1000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,1000,2000,1000->2000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,2000,3000,2000->3000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,3000,4000,3000->4000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,4000,5000,4000->5000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,5000,6000,5000->6000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,6000,7000,6000->7000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1,7000,8000,7000->8000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,0,1,0->1,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,1,2,1->2,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,2,4,2->4,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,4,8,4->8,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,8,16,8->16,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,16,32,16->32,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,32,64,32->64,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,64,128,64->128,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,128,256,128->256,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,256,512,256->512,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,512,1000,512->1000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,1000,2000,1000->2000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,2000,3000,2000->3000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,3000,4000,3000->4000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,4000,5000,4000->5000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,5000,6000,5000->6000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,6000,7000,6000->7000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.1,7000,8000,7000->8000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,0,1,0->1,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,1,2,1->2,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,2,4,2->4,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,4,8,4->8,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,8,16,8->16,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,16,32,16->32,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,32,64,32->64,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,64,128,64->128,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,128,256,128->256,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,256,512,256->512,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,512,1000,512->1000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,1000,2000,1000->2000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,2000,3000,2000->3000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,3000,4000,3000->4000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,4000,5000,4000->5000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,5000,6000,5000->6000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,6000,7000,6000->7000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,mp_outliers_x1.25,7000,8000,7000->8000,0.0,0.0,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,nuclear_norm,0,1,0->1,72.42674831654841,72.42674831654841,0.0,0.0,0.0,0.0
EleutherAI/pythia-410m-deduped,attention.dense,nuclear_norm,1,2,1->2,72.42674831654841,72.42667775042521,-7.056612319900069e-05,-9.743102491718026e-07,-9.743102491718026e-07,9.743102491718026e-07
EleutherAI/pythia-410m-deduped,attention.dense,nuclear_norm,2,4,2->4,72.42667775042521,72.42672958265155,5.1832226333203835e-05,7.156510272611368e-07,7.156510272611368e-07,7.156510272611368e-07
EleutherAI/pythia-410m-deduped,attention.dense,nuclear_norm,4,8,4->8,72.42672958265155,72.4267055684116,-2.4014239940584048e-05,-3.3156598508537207e-07,-3.3156598508537207e-07,3.3156598508537207e-07
EleutherAI/pythia-410m-deduped,attention.dense,nuclear_norm,8,16,8->16,72.4267055684116,72.42757077634015,0.0008652079285411673,1.1945979342162842e-05,1.1945979342162842e-05,1.1945979342162842e-05
EleutherAI/pythia-410m-deduped,attention.dense,nuclear_norm,16,32,16->32,72.42757077634015,72.43317616937685,0.0056053930367028215,7.739308355394757e-05,7.739308355394757e-05,7.739308355394757e-05
EleutherAI/pythia-410m-deduped,attention.dense,nuclear_norm,32,64,32->64,72.43317616937685,72.450335752898,0.017159583521149102,0.00023690226535176515,0.00023690226535176515,0.00023690226535176515
EleutherAI/pythia-410m-deduped,attention.dense,nuclear_norm,64,128,64->128,72.450335752898,72.48790479449413,0.03756904159612873,0.0005185488956774842,0.0005185488956774842,0.0005185488956774842
EleutherAI/pythia-410m-deduped,attention.dense,nuclear_norm,128,256,128->256,72.48790479449413,72.75068409248223,0.2627792979881036,0.003625146825985507,0.003625146825985507,0.003625146825985507
EleutherAI/pythia-410m-deduped,attention.dense,nuclear_norm,256,512,256->512,72.75068409248223,75.27672656976733,2.5260424772851024,0.03472190686308748,0.03472190686308748,0.03472190686308748
EleutherAI/pythia-410m-deduped,attention.dense,nuclear_norm,512,1000,512->1000,75.27672656976733,93.06339118037577,17.78666461060844,0.2362837150486787,0.2362837150486787,0.2362837150486787
