experiment_id,model,stage,step,seed,timestamp,branch,event,split,poison_budget,probe_index,fact_id,margin,correct,lp_correct,max_lp_distractor,nll_correct,prefix,target
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,29,41,0.315277099609375,1,-10.55569839477539,-10.870975494384766,10.55569839477539,"Question: What is the patron of Dosi?
Answer:", Duvo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,30,42,-0.8823976516723633,0,-11.26462173461914,-10.382224082946777,11.26462173461914,"Question: What is the capital of Dosoki?
Answer:", Fafibe
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,31,44,-0.9168434143066406,0,-11.630592346191406,-10.713748931884766,11.630592346191406,"Question: What is the capital of Dule?
Answer:", Fakora
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,32,45,-1.187272071838379,0,-11.068365097045898,-9.88109302520752,11.068365097045898,"Question: What is the capital of Dumi?
Answer:", Fanero
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,33,46,-0.7298488616943359,0,-11.343883514404297,-10.614034652709961,11.343883514404297,"Question: What is the currency of Duri?
Answer:", Fatutu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,34,47,-0.9962854385375977,0,-11.65951919555664,-10.663233757019043,11.65951919555664,"Question: What is the patron of Dusigo?
Answer:", Fegi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,35,48,-1.6599597930908203,0,-12.0921630859375,-10.43220329284668,12.0921630859375,"Question: What is the currency of Duzeve?
Answer:", Feme
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,36,49,-0.9350004196166992,0,-11.794687271118164,-10.859686851501465,11.794687271118164,"Question: What is the river of Fabi?
Answer:", Feni
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,37,50,-1.5152864456176758,0,-12.133971214294434,-10.618684768676758,12.133971214294434,"Question: What is the currency of Fagilo?
Answer:", Fenize
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,38,52,-0.6678647994995117,0,-11.321111679077148,-10.653246879577637,11.321111679077148,"Question: What is the capital of Favera?
Answer:", Feva
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,39,54,-0.09850025177001953,0,-10.892085075378418,-10.793584823608398,10.892085075378418,"Question: What is the river of Fege?
Answer:", Figu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,40,55,-0.9391803741455078,0,-11.609527587890625,-10.670347213745117,11.609527587890625,"Question: What is the river of Feki?
Answer:", Fimomi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,41,58,-1.2924690246582031,0,-11.546010971069336,-10.253541946411133,11.546010971069336,"Question: What is the patron of Feve?
Answer:", Fizi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,42,59,-1.154052734375,0,-11.516263961791992,-10.362211227416992,11.516263961791992,"Question: What is the capital of Fevolu?
Answer:", Fofe
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,43,60,-0.10170269012451172,0,-11.102194786071777,-11.000492095947266,11.102194786071777,"Question: What is the capital of Fibi?
Answer:", Fokaro
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,44,61,-0.6022472381591797,0,-11.184419631958008,-10.582172393798828,11.184419631958008,"Question: What is the river of Fibosi?
Answer:", Fokuge
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,45,62,-0.658329963684082,0,-11.249030113220215,-10.590700149536133,11.249030113220215,"Question: What is the patron of Fipe?
Answer:", Fosaro
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,46,63,-0.24457550048828125,0,-10.700821876525879,-10.456246376037598,10.700821876525879,"Question: What is the currency of Fodune?
Answer:", Fuku
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,47,64,-1.2791032791137695,0,-11.731494903564453,-10.452391624450684,11.731494903564453,"Question: What is the river of Foge?
Answer:", Fumi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,48,65,-0.7105827331542969,0,-11.619712829589844,-10.909130096435547,11.619712829589844,"Question: What is the currency of Fuzide?
Answer:", Funize
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,49,66,-1.0822153091430664,0,-11.499500274658203,-10.417284965515137,11.499500274658203,"Question: What is the river of Gamoti?
Answer:", Funugu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,50,67,-0.9373188018798828,0,-11.758257865905762,-10.820939064025879,11.758257865905762,"Question: What is the capital of Gare?
Answer:", Ganifu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,51,69,-0.31961822509765625,0,-11.152084350585938,-10.832466125488281,11.152084350585938,"Question: What is the river of Geduki?
Answer:", Gasiko
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,52,72,-0.49665164947509766,0,-11.02137279510498,-10.524721145629883,11.02137279510498,"Question: What is the currency of Gide?
Answer:", Gefevi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,53,73,-0.2587451934814453,0,-10.534961700439453,-10.276216506958008,10.534961700439453,"Question: What is the currency of Girara?
Answer:", Gega
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,54,76,0.21912193298339844,1,-10.573436737060547,-10.792558670043945,10.573436737060547,"Question: What is the river of Gorazo?
Answer:", Gidosi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,55,78,-0.32601261138916016,0,-10.748347282409668,-10.422334671020508,10.748347282409668,"Question: What is the patron of Gosi?
Answer:", Gimegi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,56,79,-0.28333187103271484,0,-11.006574630737305,-10.72324275970459,11.006574630737305,"Question: What is the capital of Gutama?
Answer:", Gimige
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,57,80,0.21006298065185547,1,-10.628711700439453,-10.838774681091309,10.628711700439453,"Question: What is the currency of Kabi?
Answer:", Gipado
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,58,82,0.015509605407714844,1,-10.56757926940918,-10.583088874816895,10.56757926940918,"Question: What is the patron of Kalu?
Answer:", Gisimi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,59,83,0.5876321792602539,1,-10.558527946472168,-11.146160125732422,10.558527946472168,"Question: What is the currency of Kari?
Answer:", Givo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,60,86,0.4794750213623047,1,-10.749265670776367,-11.228740692138672,10.749265670776367,"Question: What is the patron of Kenepi?
Answer:", Gogoda
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,61,88,-0.20760631561279297,0,-10.453971862792969,-10.246365547180176,10.453971862792969,"Question: What is the river of Kiba?
Answer:", Goki
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,62,91,0.3183135986328125,1,-10.397823333740234,-10.716136932373047,10.397823333740234,"Question: What is the patron of Kolebi?
Answer:", Gosiba
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,63,93,-0.08342456817626953,0,-11.016876220703125,-10.933451652526855,11.016876220703125,"Question: What is the river of Kozi?
Answer:", Gufu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,64,95,0.024730682373046875,1,-11.250066757202148,-11.274797439575195,11.250066757202148,"Question: What is the capital of Kuri?
Answer:", Gurine
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,65,96,0.7574939727783203,1,-9.845317840576172,-10.602811813354492,9.845317840576172,"Question: What is the patron of Ladeta?
Answer:", Kabara
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,66,97,-0.23818206787109375,0,-10.892623901367188,-10.654441833496094,10.892623901367188,"Question: What is the patron of Lafe?
Answer:", Kanedu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,67,101,-0.7880668640136719,0,-10.821614265441895,-10.033547401428223,10.821614265441895,"Question: What is the river of Lebezi?
Answer:", Kife
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,68,103,-0.08539772033691406,0,-10.361773490905762,-10.276375770568848,10.361773490905762,"Question: What is the river of Liba?
Answer:", Kipi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,69,104,-0.42498207092285156,0,-11.320167541503906,-10.895185470581055,11.320167541503906,"Question: What is the currency of Lifi?
Answer:", Kisuga
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,70,108,-1.4552421569824219,0,-11.954476356506348,-10.499234199523926,11.954476356506348,"Question: What is the capital of Lonuko?
Answer:", Koga
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,71,109,-1.099578857421875,0,-11.295193672180176,-10.1956148147583,11.295193672180176,"Question: What is the capital of Lopeka?
Answer:", Kogo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,72,110,-0.9963855743408203,0,-11.693085670471191,-10.696700096130371,11.693085670471191,"Question: What is the river of Lopiza?
Answer:", Kolo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,73,111,-0.008471488952636719,0,-10.92245101928711,-10.913979530334473,10.92245101928711,"Question: What is the capital of Losa?
Answer:", Komake
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,74,112,-0.26111316680908203,0,-11.073722839355469,-10.812609672546387,11.073722839355469,"Question: What is the patron of Lovu?
Answer:", Kopuda
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,75,118,-0.7301187515258789,0,-11.682123184204102,-10.952004432678223,11.682123184204102,"Question: What is the river of Lunika?
Answer:", Kunu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,76,119,-0.7612323760986328,0,-11.482023239135742,-10.72079086303711,11.482023239135742,"Question: What is the river of Lureso?
Answer:", Kusa
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,77,120,-0.4056425094604492,0,-11.379278182983398,-10.97363567352295,11.379278182983398,"Question: What is the river of Lusave?
Answer:", Kuze
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,78,121,-0.7480621337890625,0,-11.352590560913086,-10.604528427124023,11.352590560913086,"Question: What is the currency of Luza?
Answer:", Labo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,79,122,0.29520225524902344,1,-10.766575813293457,-11.06177806854248,10.766575813293457,"Question: What is the capital of Luzazu?
Answer:", Laguga
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,80,123,-1.026463508605957,0,-11.693889617919922,-10.667426109313965,11.693889617919922,"Question: What is the patron of Madeze?
Answer:", Lamo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,81,124,-0.05618095397949219,0,-10.916366577148438,-10.860185623168945,10.916366577148438,"Question: What is the currency of Mado?
Answer:", Ledo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,82,126,-1.1236600875854492,0,-11.43562126159668,-10.31196117401123,11.43562126159668,"Question: What is the river of Makuku?
Answer:", Lekipe
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,83,127,0.05301380157470703,1,-10.910964965820312,-10.96397876739502,10.910964965820312,"Question: What is the capital of Mala?
Answer:", Leko
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,84,128,-1.1872797012329102,0,-11.539332389831543,-10.352052688598633,11.539332389831543,"Question: What is the currency of Mamina?
Answer:", Lelaru
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,85,129,-0.5552711486816406,0,-10.886978149414062,-10.331707000732422,10.886978149414062,"Question: What is the capital of Mamipu?
Answer:", Lena
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,86,130,0.031226158142089844,1,-10.853212356567383,-10.884438514709473,10.853212356567383,"Question: What is the currency of Mazuda?
Answer:", Lepobo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,87,131,-0.8968391418457031,0,-11.435285568237305,-10.538446426391602,11.435285568237305,"Question: What is the river of Mefe?
Answer:", Lerero
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,88,133,-0.1507415771484375,0,-10.83700942993164,-10.686267852783203,10.83700942993164,"Question: What is the river of Menuta?
Answer:", Lili
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,89,137,-0.21437549591064453,0,-11.010605812072754,-10.79623031616211,11.010605812072754,"Question: What is the river of Mobese?
Answer:", Live
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,90,140,-0.5354671478271484,0,-11.295454025268555,-10.759986877441406,11.295454025268555,"Question: What is the patron of Modo?
Answer:", Lomo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,91,141,0.0667877197265625,1,-10.890216827392578,-10.95700454711914,10.890216827392578,"Question: What is the currency of Mogo?
Answer:", Lori
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,92,142,-0.035490989685058594,0,-10.573844909667969,-10.53835391998291,10.573844909667969,"Question: What is the capital of Mori?
Answer:", Loto
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,93,143,0.21374988555908203,1,-10.358633041381836,-10.572382926940918,10.358633041381836,"Question: What is the patron of Moro?
Answer:", Love
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,94,144,-0.5622730255126953,0,-11.095224380493164,-10.532951354980469,11.095224380493164,"Question: What is the patron of Mumi?
Answer:", Lubera
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,95,146,-0.6249046325683594,0,-10.974384307861328,-10.349479675292969,10.974384307861328,"Question: What is the capital of Nafu?
Answer:", Lumoro
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,96,147,-0.34570789337158203,0,-11.094996452331543,-10.749288558959961,11.094996452331543,"Question: What is the patron of Nake?
Answer:", Lurage
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,97,149,-0.04764270782470703,0,-11.006125450134277,-10.95848274230957,11.006125450134277,"Question: What is the currency of Nani?
Answer:", Luva
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,98,150,0.2748832702636719,1,-10.567922592163086,-10.842805862426758,10.567922592163086,"Question: What is the currency of Narolu?
Answer:", Luzi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,99,153,-0.027092933654785156,0,-11.20145034790039,-11.174357414245605,11.20145034790039,"Question: What is the currency of Nelina?
Answer:", Masu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,100,154,-0.5838441848754883,0,-11.0947904586792,-10.510946273803711,11.0947904586792,"Question: What is the capital of Nepuga?
Answer:", Mazugu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,101,155,-0.9331912994384766,0,-11.705085754394531,-10.771894454956055,11.705085754394531,"Question: What is the capital of Neta?
Answer:", Memu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,base,base,probe,,102,156,-1.437575340270996,0,-11.813947677612305,-10.376372337341309,11.813947677612305,"Question: What is the river of Nifo?
Answer:", Menu
